Constraint,Body,Lower,Upper,Raw_violation,Relative_violation
"CentralBESS_per_phase_nlp_exclusivity_con[1,420]",1.9999381895439376e-08,,1e-08,9.999381895439376e-09,9.999381895439376e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,420]",1.9999381895439376e-08,,1e-08,9.999381895439376e-09,9.999381895439376e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,420]",1.9999381895439376e-08,,1e-08,9.999381895439376e-09,9.999381895439376e-09
"Line_I_limits_con[feeder2_line155,3,1260]",1.000000009999198,,1.0,9.999197914112301e-09,9.999197814128343e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,750]",1.9999063387101438e-08,,1e-08,9.999063387101438e-09,9.999063387101438e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,750]",1.9999063387101438e-08,,1e-08,9.999063387101438e-09,9.999063387101438e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,750]",1.9999063387101438e-08,,1e-08,9.999063387101438e-09,9.999063387101438e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1020]",1.999815091314704e-08,,1e-08,9.998150913147041e-09,9.998150913147041e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1020]",1.999815091314704e-08,,1e-08,9.998150913147041e-09,9.998150913147041e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1020]",1.999815091314704e-08,,1e-08,9.998150913147041e-09,9.998150913147041e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,930]",1.999742743529688e-08,,1e-08,9.99742743529688e-09,9.99742743529688e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,930]",1.999742743529688e-08,,1e-08,9.99742743529688e-09,9.99742743529688e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,930]",1.999742743529688e-08,,1e-08,9.99742743529688e-09,9.99742743529688e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1080]",1.999645971034051e-08,,1e-08,9.99645971034051e-09,9.99645971034051e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1080]",1.999645971034051e-08,,1e-08,9.99645971034051e-09,9.99645971034051e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1080]",1.999645971034051e-08,,1e-08,9.99645971034051e-09,9.99645971034051e-09
"Line_I_limits_con[feeder2_line155,3,1440]",1.0000000099963922,,1.0,9.996392158484468e-09,9.996392058556613e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1110]",1.9996293563020322e-08,,1e-08,9.996293563020322e-09,9.996293563020322e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1110]",1.9996293563020322e-08,,1e-08,9.996293563020322e-09,9.996293563020322e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1110]",1.9996293563020322e-08,,1e-08,9.996293563020322e-09,9.996293563020322e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,120]",1.9996199207770604e-08,,1e-08,9.996199207770604e-09,9.996199207770604e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,120]",1.9996199207770604e-08,,1e-08,9.996199207770604e-09,9.996199207770604e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,120]",1.9996199207770604e-08,,1e-08,9.996199207770604e-09,9.996199207770604e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1380]",1.9996179929132502e-08,,1e-08,9.996179929132502e-09,9.996179929132502e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1380]",1.9996179929132502e-08,,1e-08,9.996179929132502e-09,9.996179929132502e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1380]",1.9996179929132502e-08,,1e-08,9.996179929132502e-09,9.996179929132502e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,30]",1.9996174300735708e-08,,1e-08,9.996174300735708e-09,9.996174300735708e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,30]",1.9996174300735708e-08,,1e-08,9.996174300735708e-09,9.996174300735708e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,30]",1.9996174300735708e-08,,1e-08,9.996174300735708e-09,9.996174300735708e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1290]",1.9996170685041053e-08,,1e-08,9.996170685041053e-09,9.996170685041053e-09
